severity_percent,spot_count,class_label
6.47802926641476,50,Tomato _Yellow
23.613123876876703,82,Tomato _Yellow
13.745443654469899,78,Tomato _Yellow
28.462640372297393,369,Tomato _Yellow
7.629416174845526,64,Tomato _Yellow
1.5325426973349685,37,Tomato _Yellow
10.920894877211298,141,Tomato _Yellow
21.25826327547296,51,Tomato _Yellow
17.275299453936938,57,Tomato _Yellow
5.123887545791413,50,Tomato _Yellow
27.370554519176483,417,Tomato _Yellow
26.109684337988266,56,Tomato _Yellow
11.236613678193736,26,Tomato _Yellow
8.344771103391793,57,Tomato _Yellow
11.81154445552443,39,Tomato _Yellow
17.683203798176237,102,Tomato_Bacterial spot
7.174493897888934,69,Tomato_Bacterial spot
20.113314447592067,49,Tomato_Bacterial spot
9.534802870323713,59,Tomato_Bacterial spot
25.85628005257641,100,Tomato_Bacterial spot
5.6980028775459015,81,Tomato_Bacterial spot
5.031631688799527,61,Tomato_Bacterial spot
1.0294256145160785,44,Tomato_Bacterial spot
11.31566824761398,71,Tomato_Bacterial spot
4.24749636828776,47,Tomato_Bacterial spot
12.47196115732985,82,Tomato_Bacterial spot
1.3087560085634653,37,Tomato_Bacterial spot
0.8906382603352669,61,Tomato_Bacterial spot
8.061285898915758,62,Tomato_Bacterial spot
0.3659238005830981,29,Tomato_Bacterial spot
1.3263337796198307,69,Tomato_Bacterial spot
15.132223113156229,56,Tomato_Bacterial spot
1.762620884811179,67,Tomato_Bacterial spot
29.95007432588495,73,Tomato_Bacterial spot
5.165158784960134,33,Tomato_Bacterial spot
3.1615333301888695,69,Tomato_Bacterial spot
22.03407912065274,69,Tomato_Bacterial spot
1.5335568758756157,73,Tomato_Bacterial spot
8.447786321468604,45,Tomato_Bacterial spot
6.71616395978345,50,Tomato_Bacterial spot
0.4174246050741982,24,Tomato_Bacterial spot
2.751133605524093,53,Tomato_Bacterial spot
1.97439293598234,91,Tomato_Bacterial spot
5.0540702177515024,65,Tomato_Bacterial spot
1.0894167206012744,47,Tomato_Bacterial spot
8.394398216611119,46,Tomato_Bacterial spot
4.54941996112786,56,Tomato_Bacterial spot
34.736430936349095,138,Tomato_Bacterial spot
5.820337826948951,83,Tomato_Bacterial spot
35.71701147545452,36,Tomato_Bacterial spot
2.7268113988486973,35,Tomato_Bacterial spot
20.03302459763134,74,Tomato_Bacterial spot
28.871235094572366,66,Tomato_Bacterial spot
53.615355728394384,40,Tomato_Bacterial spot
3.9056092560046864,58,Tomato_Bacterial spot
64.75717253937364,38,Tomato_Bacterial spot
8.083797006471757,54,Tomato_Bacterial spot
16.911351842381023,53,Tomato_Bacterial spot
3.513198812487489,86,Tomato_Bacterial spot
28.71758582189303,68,Tomato_Bacterial spot
4.909260039926279,32,Tomato_Bacterial spot
0.2883417298349306,28,Tomato_Bacterial spot
20.557205776912834,72,Tomato_Bacterial spot
18.217242331723412,62,Tomato_Bacterial spot
7.936354811675119,93,Tomato_Bacterial spot
2.0187532616197834,87,Tomato_Bacterial spot
21.869874932709042,30,Tomato_Bacterial spot
4.952791461412151,45,Tomato_Bacterial spot
6.638079707956704,75,Tomato_Bacterial spot
41.679603755452064,98,Tomato_Bacterial spot
6.473766436661893,61,Tomato_Bacterial spot
28.05580567820606,80,Tomato_Bacterial spot
7.945709930386228,59,Tomato_Bacterial spot
2.164345666593317,89,Tomato_Bacterial spot
35.17379641216875,115,Tomato_Bacterial spot
1.5831765370691209,81,Tomato_Bacterial spot
15.999374112983586,82,Tomato_Bacterial spot
0.6036135929332385,34,Tomato_Bacterial spot
12.011782357867313,44,Tomato_Bacterial spot
13.028582645527962,83,Tomato_Bacterial spot
7.225962966630359,105,Tomato_Bacterial spot
10.543428737108064,37,Tomato_Bacterial spot
1.3857476480598796,30,Tomato_Bacterial spot
4.6104818212790075,79,Tomato_Bacterial spot
16.451035323968835,93,Tomato_Bacterial spot
5.328370879758419,207,Tomato_Healthy
0.0,0,Tomato_Healthy
0.5806100037980745,40,Tomato_Healthy
9.103115255978356,193,Tomato_Healthy
0.09340668076378841,4,Tomato_Healthy
4.654468384832842,77,Tomato_Healthy
2.7869165836628333,106,Tomato_Healthy
0.11042620571613367,20,Tomato_Healthy
3.371941308103301,165,Tomato_Healthy
4.776130570014643,177,Tomato_Healthy
0.12333470371893021,20,Tomato_Healthy
0.027758338252944922,1,Tomato_Healthy
4.63948505330639,222,Tomato_Healthy
0.8013642203261916,45,Tomato_Healthy
0.30447211779448624,7,Tomato_Healthy
0.020815632965165674,2,Tomato_Healthy
4.348847300681149,83,Tomato_Healthy
0.07939832824625452,2,Tomato_Healthy
0.07062146892655367,7,Tomato_Healthy
2.463953276145282,140,Tomato_Healthy
0.06439032242722248,1,Tomato_Healthy
1.6750827323427426,100,Tomato_Healthy
4.818806352535029,153,Tomato_Healthy
0.012398401983744319,1,Tomato_Healthy
4.064153121092623,107,Tomato_Healthy
0.0,0,Tomato_Healthy
0.012502708920266057,16,Tomato_Healthy
0.0,0,Tomato_Healthy
0.26868122299712244,34,Tomato_Healthy
3.1923103907949204,94,Tomato_Healthy
0.023528109170426553,4,Tomato_Healthy
5.184637822070977,202,Tomato_Healthy
0.0,0,Tomato_Healthy
0.0,0,Tomato_Healthy
0.29430588191326856,8,Tomato_Healthy
4.435630594570992,256,Tomato_Healthy
0.137395140791854,35,Tomato_Healthy
0.009717700791992615,8,Tomato_Healthy
0.35259522290343165,27,Tomato_Healthy
0.0,0,Tomato_Healthy
0.0013607725559390917,1,Tomato_Healthy
1.7906622660601648,97,Tomato_Healthy
2.968756803401008,105,Tomato_Healthy
5.079325115593858,102,Tomato_Healthy
0.014342058085335245,1,Tomato_Healthy
9.141141779348086,233,Tomato_Healthy
2.0060260356570585,98,Tomato_Healthy
0.003996962308645429,3,Tomato_Healthy
3.3863717579792736,72,Tomato_Healthy
14.470232525435007,208,Tomato_Healthy
0.0,0,Tomato_Healthy
0.003184054256284527,1,Tomato_Healthy
19.60720584857664,353,Tomato_Healthy
0.03949930458970793,2,Tomato_Healthy
0.0,0,Tomato_Healthy
0.0,0,Tomato_Healthy
1.9864181649564723,63,Tomato_Healthy
2.8085499495275834,128,Tomato_Healthy
3.571722685615463,156,Tomato_Healthy
0.17833641686852697,8,Tomato_Healthy
1.3153558799177003,76,Tomato_Healthy
2.3183342498840833,108,Tomato_Healthy
0.2971775598586291,21,Tomato_Healthy
1.1068171400572178,95,Tomato_Healthy
14.616555212620028,188,Tomato_Healthy
1.4581933600537498,36,Tomato_Healthy
1.2168731195698712,98,Tomato_Healthy
1.2791764675472381,114,Tomato_Healthy
0.4664771977791369,70,Tomato_Healthy
0.0,0,Tomato_Healthy
10.999275303969725,4,Tomato_Light_blight
15.481491356707993,65,Tomato_Light_blight
32.65474108732297,50,Tomato_Light_blight
31.476429823441325,56,Tomato_Light_blight
0.6236752128504756,37,Tomato_Light_blight
63.98378521281908,28,Tomato_Light_blight
60.2970125684124,38,Tomato_Light_blight
6.555061731926472,85,Tomato_Light_blight
67.83027733364213,63,Tomato_Light_blight
5.097629368193214,26,Tomato_Light_blight
0.4205172224860284,13,Tomato_Light_blight
61.513885125016046,8,Tomato_Light_blight
6.537304209988985,64,Tomato_Light_blight
33.21443708420045,74,Tomato_Light_blight
2.740851495960931,47,Tomato_Light_blight
24.28103494906392,64,Tomato_Light_blight
0.0,0,Tomato_Light_blight
55.04271113581074,55,Tomato_Light_blight
38.105469830208506,234,Tomato_Light_blight
18.402089978651972,448,Tomato_Light_blight
31.862251582562163,56,Tomato_Light_blight
42.80297775928238,24,Tomato_Light_blight
1.6513465210928062,29,Tomato_Light_blight
9.847984137475214,50,Tomato_Light_blight
74.75256021511528,22,Tomato_Light_blight
19.00897927322577,147,Tomato_Light_blight
40.203353171776065,195,Tomato_Light_blight
23.748349651629432,94,Tomato_Light_blight
0.0,0,Tomato_Light_blight
79.33899355026783,21,Tomato_Light_blight
54.531820643494925,17,Tomato_Light_blight
37.46213636623421,140,Tomato_Light_blight
39.66869880134302,7,Tomato_Light_blight
11.533307895040421,49,Tomato_Light_blight
0.36906177124797557,3,Tomato_Light_blight
68.89041051224363,36,Tomato_Light_blight
11.890200140162847,112,Tomato_Light_blight
36.002000697490864,190,Tomato_Light_blight
19.937703841009878,30,Tomato_Light_blight
10.324271857059841,53,Tomato_Light_blight
11.335900573699632,6,Tomato_Light_blight
0.9299326688971364,19,Tomato_Light_blight
23.99661505282612,109,Tomato_Light_blight
37.69609511177161,44,Tomato_Light_blight
43.73700631899073,47,Tomato_Light_blight
21.069841164278035,60,Tomato_Light_blight
20.668912607873036,44,Tomato_Light_blight
17.769676575060757,218,Tomato_Light_blight
6.310821852867397,84,Tomato_Light_blight
58.57455033068181,79,Tomato_Light_blight
39.545440508908996,53,Tomato_Light_blight
14.323037937937332,25,Tomato_Light_blight
49.706858768888594,65,Tomato_Light_blight
67.58241069301468,27,Tomato_Light_blight
20.49683900676798,88,Tomato_Light_blight
6.428733901203194,111,Tomato_Light_blight
3.224802247384865,50,Tomato_Light_blight
75.92943257569912,33,Tomato_Light_blight
77.42855772919064,15,Tomato_Light_blight
29.080324599910888,58,Tomato_Light_blight
16.95137478400582,23,Tomato_Light_blight
10.033032588867524,13,Tomato_Light_blight
54.26928760353156,121,Tomato_Light_blight
52.08220476706392,14,Tomato_Light_blight
0.9255465383700336,11,Tomato_Light_blight
8.559344997787619,8,Tomato_Light_blight
0.0,0,Tomato_Light_blight
3.334466600641528,101,Tomato_Light_blight
0.19949504072187502,10,Tomato_Light_blight
41.89896936128444,78,Tomato_Light_blight
